ward,type,location,year,est_cost,id,intersection_1,intersection_2,intersection_3,intersection_4,lat_1,lon_1,query_1,lat_2,lon_2,query_2,lat_3,lon_3,query_3,lat_4,lon_4,query_4
15,Alley Resurfacing Menu,W 46TH ST & S WOLCOTT AVE & S WINCHESTER AVE & W 47TH ST,2022,18914.01,41223,S WOLCOTT AVE & W 46TH ST,S WINCHESTER AVE & W 46TH ST,S WOLCOTT AVE & W 47TH ST,S WINCHESTER AVE & W 47TH ST,41.810341,-87.672297,google,41.810328,-87.67351,google,41.8085207,-87.6722617,google,41.8085094,-87.673477,google
15,Alley Speed Hump Menu,S DAMEN AVE & W 47TH ST & S WINCHESTER AVE & W 48TH ST,2017,700,12829,S DAMEN AVE & W 47TH ST,S WINCHESTER AVE & W 47TH ST,S DAMEN AVE & W 48TH ST,S WINCHESTER AVE & W 48TH ST,41.8085044,-87.6746443,google,41.8085094,-87.673477,google,41.8066765,-87.6746498,google,41.806686,-87.6734295,google
15,Alley Resurfacing Menu,W 47TH ST & S WOLCOTT AVE & S WINCHESTER AVE & W 48TH ST,2021,51944.53,12958,S WOLCOTT AVE & W 47TH ST,S WINCHESTER AVE & W 47TH ST,S WOLCOTT AVE & W 48TH ST,S WINCHESTER AVE & W 48TH ST,41.8085207,-87.6722617,google,41.8085094,-87.673477,google,41.8066961,-87.6722116,google,41.806686,-87.6734295,google
15,Alley Speed Hump Menu,S DAMEN AVE & W 48TH ST & S WINCHESTER AVE & W 49TH ST,2017,1400,12830,S DAMEN AVE & W 48TH ST,S WINCHESTER AVE & W 48TH ST,S DAMEN AVE & W 49TH ST,S WINCHESTER AVE & W 49TH ST,41.8066765,-87.6746498,google,41.806686,-87.6734295,google,41.8048665,-87.6745973,google,41.8048735,-87.6733964,google
16,Alley Speed Hump Menu,W 51ST ST & S DAMEN AVE & W 53RD ST & S WINCHESTER AVE,2013,1400,13448,S DAMEN AVE & W 51ST ST,S WINCHESTER AVE & W 51ST ST,S DAMEN AVE & W 53RD ST,S WINCHESTER AVE & W 53RD ST,41.801234,-87.674516,google,41.8012359,-87.6732964,google,41.7966454,-87.6743898,google,41.7976102,-87.6731992,google
16,Alley Speed Hump Menu,S DAMEN AVE & W 51ST ST & S WINCHESTER AVE & W 53RD ST,2015,3500,13552,S DAMEN AVE & W 51ST ST,S WINCHESTER AVE & W 51ST ST,S DAMEN AVE & W 53RD ST,S WINCHESTER AVE & W 53RD ST,41.801234,-87.674516,google,41.8012359,-87.6732964,google,41.7966454,-87.6743898,google,41.7976102,-87.6731992,google
16,Alley Resurfacing Menu,S DAMEN AVE & S WINCHESTER AVE & W GARFIELD BLVD & W 54TH ST,2012,32810,13395,S DAMEN AVE & W GARFIELD BLVD,S WINCHESTER AVE & W GARFIELD BLVD,S DAMEN AVE & W 54TH ST,S WINCHESTER AVE & W 54TH ST,41.7939137,-87.6742922,google,41.7939286,-87.6730929,google,41.7957436,-87.6743586,google,41.7957733,-87.6731482,google
16,Alley Resurfacing Menu,S DAMEN AVE & W MARQUETTE RD & S WINCHESTER AVE & W 68TH ST,2015,13709,13550,S DAMEN AVE & W MARQUETTE RD,S WINCHESTER AVE & W MARQUETTE RD,S DAMEN AVE & W 68TH ST,S WINCHESTER AVE & W 68TH ST,41.7720733,-87.6737111,google,41.7720923,-87.672519,google,41.7702557,-87.6736647,google,41.770275913000035,-87.67245531299994,census
16,Alley Speed Hump Menu,W MARQUETTE RD & S DAMEN AVE & W 68TH ST & S WINCHESTER AVE,2017,350,41238,S DAMEN AVE & W MARQUETTE RD,S WINCHESTER AVE & W MARQUETTE RD,S DAMEN AVE & W 68TH ST,S WINCHESTER AVE & W 68TH ST,41.7720733,-87.6737111,google,41.7720923,-87.672519,google,41.7702557,-87.6736647,google,41.770275913000035,-87.67245531299994,census
25,Alley Speed Hump Menu,S WOLCOTT AV & S WOOD ST & S BLUE ISLAND AV & W 23 ST,2005,2625,19965,S WOLCOTT AV & W 23rd ST,S WOOD ST & W 23rd ST,S BLUE ISLAND AV & W 23rd ST,S WOLCOTT AV & S BLUE ISLAND AV,41.850405,-87.6733226,google,41.8507347,-87.6708972,google,41.8541765,-87.6650564,google,41.84947171400006,-87.67331958899996,census
25,Concrete Alley Menu,W 23 ST & S BLUE ISLAND AV & S WOLCOTT AV & S WOOD ST,2006,103000,20070,S BLUE ISLAND AV & W 23rd ST,S WOLCOTT AV & W 23rd ST,S WOOD ST & W 23rd ST,S WOLCOTT AV & S BLUE ISLAND AV,41.8541765,-87.6650564,google,41.850405,-87.6733226,google,41.8507347,-87.6708972,google,41.84947171400006,-87.67331958899996,census
12,Alley Speed Hump Menu,S HONORE ST & S WOLCOTT AV & W 44 ST & W 45 ST,2008,1000,9036,S HONORE ST & W 44th ST,S WOLCOTT AV & W 44th ST,S HONORE ST & W 45th ST,S WOLCOTT AV & W 45th ST,41.814008268000066,-87.67118100799996,census,41.8139826,-87.6723922,google,41.81218725900004,-87.67114080999994,census,41.81217519900008,-87.67235481599994,census
16,Alley Resurface Menu,W 49 ST & W 50 ST & S HONORE ST & S WOLCOTT AV,2007,18623,13097,S HONORE ST & W 49th ST,S WOLCOTT AV & W 49th ST,S HONORE ST & W 50th ST,S WOLCOTT AV & W 50th ST,41.80490724300006,-87.67094383499995,census,41.8048861,-87.6721647,google,41.8030762,-87.6708962,google,41.80307417400007,-87.67210558299996,census
16,Alley Speed Hump Menu,S WINCHESTER AV & S WOLCOTT AV & W 50 ST & W 51 ST,2009,1050,13210,S WINCHESTER AV & W 50th ST,S WOLCOTT AV & W 50th ST,S WINCHESTER AV & W 51st ST,S WOLCOTT AV & W 51st ST,41.8030613,-87.6733411,google,41.8030647,-87.6721113,google,41.80124512500004,-87.67329144899998,census,41.801257185000054,-87.67207342299997,census
16,Alley Speed Hump Menu,W GARFIELD BV & W 54 ST & S WINCHESTER AV & S WOLCOTT AV,2007,2000,13109,S WINCHESTER AV & W GARFIELD BV,S WOLCOTT AV & W GARFIELD BV,S WINCHESTER AV & W 54th ST,S WOLCOTT AV & W 54th ST,41.793932950000055,-87.67307437499994,census,41.79357920000007,-87.67184830999997,census,41.795794158000035,-87.67313869399999,census,41.79580621800005,-87.67192468799999,census
25,Concrete Alley Menu,W 22 PL & W CERMAK RD & S WOOD ST & S WOLCOTT AV,2009,189000,20221,S WOOD ST & W 22nd PL,S WOLCOTT AV & W 22nd PL,S WOOD ST & W CERMAK RD,S WOLCOTT AV & W CERMAK RD,41.8514754,-87.6708872,google,41.851309,-87.6733687,google,41.85224945600004,-87.67093579499993,census,41.85221327700003,-87.67338792699996,census
25,Alley Speed Hump Menu,W 1 ST & W CULLERTON ST & S DAMEN AV & S WOLCOTT AV,2006,1000,20065,S DAMEN AV & W 1st ST,S WOLCOTT AV & W 1st ST,S DAMEN AV & W CULLERTON ST,S WOLCOTT AV & W CULLERTON ST,41.7957436,-87.6743586,google,41.8054256,-87.6721787,google,41.85493072100007,-87.67591643599997,census,41.85496288000007,-87.67346832399994,census
25,Concrete Alley Menu,W 23 ST & W WINCHESTER AV & S BLUE ISLAND AV & S WOLCOTT AV,2006,46400,20068,S BLUE ISLAND AV & W 23rd ST,S WOLCOTT AV & W 23rd ST,S BLUE ISLAND AV & W WINCHESTER AV,S WOLCOTT AV & W WINCHESTER AV,41.8541765,-87.6650564,google,41.850405,-87.6733226,google,41.8541765,-87.6650564,google,41.8731408,-87.6738153,google
15,Alley Speed Hump Menu,S HONORE ST & W 46TH ST & S WOLCOTT AVE & W 47TH ST,2016,3500,12775,S HONORE ST & W 46TH ST,S WOLCOTT AVE & W 46TH ST,S HONORE ST & W 47TH ST,S WOLCOTT AVE & W 47TH ST,41.81037027000008,-87.67109257099997,census,41.810341,-87.672297,google,41.80854926100005,-87.67104031199995,census,41.80853318100003,-87.67225431799994,census
15,Alley Resurfacing Menu,W 46TH ST & S HONORE ST & S WOLCOTT AVE & W 47TH ST,2022,17912.5466666667,41220,S HONORE ST & W 46TH ST,S WOLCOTT AVE & W 46TH ST,S HONORE ST & W 47TH ST,S WOLCOTT AVE & W 47TH ST,41.81037027000008,-87.67109257099997,census,41.810341,-87.672297,google,41.80854926100005,-87.67104031199995,census,41.80853318100003,-87.67225431799994,census
15,Alley Resurfacing Menu,S WINCHESTER AVE & W 47TH ST & S WOLCOTT AVE & W 48TH ST,2017,26589.44,12826,S WINCHESTER AVE & W 47TH ST,S WOLCOTT AVE & W 47TH ST,S WINCHESTER AVE & W 48TH ST,S WOLCOTT AVE & W 48TH ST,41.8085094,-87.673477,google,41.8085207,-87.6722617,google,41.806686,-87.6734295,google,41.80671619200007,-87.67220607999997,census
15,Alley Speed Hump Menu,S WINCHESTER AVE & W 47TH ST & S WOLCOTT AVE & W 48TH ST,2017,4200,12831,S WINCHESTER AVE & W 47TH ST,S WOLCOTT AVE & W 47TH ST,S WINCHESTER AVE & W 48TH ST,S WOLCOTT AVE & W 48TH ST,41.8085094,-87.673477,google,41.8085207,-87.6722617,google,41.806686,-87.6734295,google,41.80671619200007,-87.67220607999997,census
15,Alley Speed Hump Menu,S WINCHESTER AVE & W 48TH ST & S WOLCOTT AVE & W 49TH ST,2017,1400,12832,S WINCHESTER AVE & W 48TH ST,S WOLCOTT AVE & W 48TH ST,S WINCHESTER AVE & W 49TH ST,S WOLCOTT AVE & W 49TH ST,41.806686,-87.6734295,google,41.8066961,-87.6722116,google,41.8048735,-87.6733964,google,41.8048861,-87.6721647,google
15,Alley Resurfacing Menu,W GARFIELD BLVD & S HONORE ST & S WOLCOTT AVE & W 56TH ST,2021,36109,12962,S HONORE ST & W GARFIELD BLVD,S WOLCOTT AVE & W GARFIELD BLVD,S HONORE ST & W 56TH ST,S WOLCOTT AVE & W 56TH ST,41.79359126000003,-87.67063832399998,census,41.7935604,-87.6718557,google,41.7921356,-87.6706101,google,41.7921192,-87.6718265,google
15,Alley Resurfacing Menu,W 58TH ST & W 59TH ST & S HONORE ST & S WOLCOTT AVE,2013,29397,12641,S HONORE ST & W 58TH ST,S WOLCOTT AVE & W 58TH ST,S HONORE ST & W 59TH ST,S WOLCOTT AVE & W 59TH ST,41.78849404300007,-87.67050566699999,census,41.7884646,-87.6717335,google,41.7866622,-87.6704622,google,41.786648,-87.6716753,google
15,Alley Resurfacing Menu,W 65TH ST & S HONORE ST & W 66TH ST & S WOLCOTT AVE,2016,34424.16,12761,S HONORE ST & W 65TH ST,S WOLCOTT AVE & W 65TH ST,S HONORE ST & W 66TH ST,S WOLCOTT AVE & W 66TH ST,41.77575502000008,-87.67019613599996,census,41.7757218,-87.6714093,google,41.77393803100006,-87.67014789699994,census,41.7739236,-87.67135,google
25,Concrete Alley Menu,W CERMAK RD & S BLUE ISLAND AV & S WOOD ST & S PAULINA ST,2007,102000,20117,S BLUE ISLAND AV & W CERMAK RD,S WOOD ST & W CERMAK RD,S PAULINA ST & W CERMAK RD,S WOOD ST & S BLUE ISLAND AV,41.8523412,-87.6660638,google,41.85224945600004,-87.67093579499993,census,41.8522864,-87.6684761,google,41.8504194,-87.670877,google
19,Alley Resurface Menu,S PROSPECT AV & W 105 PL & W 102 ST & S WOOD ST,2007,8734,15352,S PROSPECT AV & W 105th PL,S WOOD ST & W 105th PL,S PROSPECT AV & W 102nd ST,S WOOD ST & W 102nd ST,41.702070485000036,-87.66177849199994,census,41.7019536,-87.666969,google,41.70725211900003,-87.66212420199997,census,41.7082374,-87.6671382,google
25,Alley Speed Hump Menu,W 16 ST & W 17 ST & S PAULINA ST & S WOOD ST,2008,1000,20147,S PAULINA ST & W 16th ST,S WOOD ST & W 16th ST,S PAULINA ST & W 17th ST,S WOOD ST & W 17th ST,41.8595656,-87.6687201,google,41.8595378,-87.6711499,google,41.8586635,-87.6686826,google,41.8586263,-87.6711341,google
25,Concrete Alley Menu,W 18 PL & W 18 ST & S PAULINA ST & S WOOD ST,2009,175000,20222,S PAULINA ST & W 18th PL,S WOOD ST & W 18th PL,S PAULINA ST & W 18th ST,S WOOD ST & W 18th ST,41.8577494,-87.6686552,google,41.8577173,-87.6711,google,41.8577494,-87.6686552,google,41.8577173,-87.6711,google
25,Alley Resurfacing Menu,S WOLCOTT AVE & S WOOD ST & W CULLERTON ST & W 21ST ST,2013,47142,20519,S WOLCOTT AVE & W CULLERTON ST,S WOOD ST & W CULLERTON ST,S WOLCOTT AVE & W 21ST ST,S WOOD ST & W 21ST ST,41.8549693,-87.6734512,google,41.8549891,-87.6709881,google,41.8540546,-87.6734202,google,41.8540932,-87.6709697,google
25,Alley Resurfacing Menu,W 23RD ST & S WOLCOTT AVE & W 22ND PL & S WOOD ST,2016,34741.08,20646,S WOLCOTT AVE & W 23RD ST,S WOOD ST & W 23RD ST,S WOLCOTT AVE & W 22ND PL,S WOOD ST & W 22ND PL,41.850405,-87.6733226,google,41.8507347,-87.6708972,google,41.851309,-87.6733687,google,41.8514754,-87.6708872,google
12,Alley Speed Hump Menu,S HERMITAGE AVE & W 34TH ST & W 35TH ST & S WOOD ST,2021,700,9666,S HERMITAGE AVE & W 34TH ST,S WOOD ST & W 34TH ST,S HERMITAGE AVE & W 35TH ST,S WOOD ST & W 35TH ST,41.8322897,-87.669217,google,41.8313558,-87.6704198,google,41.8304547,-87.6691689,google,41.8304444,-87.6703931,google
12,Alley Resurfacing Menu,S HERMITAGE AVE & W 36TH ST & W 37TH ST & S WOOD ST,2022,39095.3,9715,S HERMITAGE AVE & W 36TH ST,S WOOD ST & W 36TH ST,S HERMITAGE AVE & W 37TH ST,S WOOD ST & W 37TH ST,41.8286288,-87.6691232,google,41.8286145,-87.6703474,google,41.8268,-87.6690758,google,41.8267902,-87.6702954,google
12,Alley Speed Hump Menu,W 43 ST & W 44 ST & S HERMITAGE AV & S WOOD ST,2007,500,8938,S HERMITAGE AV & W 43rd ST,S WOOD ST & W 43rd ST,S HERMITAGE AV & W 44th ST,S WOOD ST & W 44th ST,41.8158302,-87.6688052,google,41.8158202,-87.6700293,google,41.8140081,-87.6687611,google,41.81401630700003,-87.66996700299995,census
12,Alley Speed Hump Menu,S HERMITAGE AV & S WOOD ST & W 43 ST & W 44 ST,2008,1500,9034,S HERMITAGE AV & W 43rd ST,S WOOD ST & W 43rd ST,S HERMITAGE AV & W 44th ST,S WOOD ST & W 44th ST,41.8158302,-87.6688052,google,41.8158202,-87.6700293,google,41.8140081,-87.6687611,google,41.81401630700003,-87.66996700299995,census
12,Alley Speed Hump Menu,W 44 ST & W 45 ST & S HERMITAGE AV & S WOOD ST,2007,1000,8942,S HERMITAGE AV & W 44th ST,S WOOD ST & W 44th ST,S HERMITAGE AV & W 45th ST,S WOOD ST & W 45th ST,41.81402836700005,-87.66875701599997,census,41.8140008,-87.6699713,google,41.8121978,-87.6687152,google,41.812195,-87.6699324,google
15,Alley Resurfacing Menu,W 46TH ST & S HERMITAGE AVE & S WOOD ST & W 47TH ST,2021,58214.59,12956,S HERMITAGE AVE & W 46TH ST,S WOOD ST & W 46TH ST,S HERMITAGE AVE & W 47TH ST,S WOOD ST & W 47TH ST,41.8103834,-87.668653,google,41.8103729,-87.6698732,google,41.8085595,-87.6686137,google,41.8085508,-87.6698423,google
15,Alley Speed Hump Menu,S HONORE ST & W 47TH ST & S WOOD ST & W 48TH ST,2015,2800,12713,S HONORE ST & W 47TH ST,S WOOD ST & W 47TH ST,S HONORE ST & W 48TH ST,S WOOD ST & W 48TH ST,41.80854926100005,-87.67104031199995,census,41.8085508,-87.6698423,google,41.80672423200008,-87.67099207399997,census,41.8067239,-87.669791,google
15,Alley Speed Hump Menu,S HONORE ST & W 48TH ST & S WOOD ST & W 49TH ST,2017,700,12835,S HONORE ST & W 48TH ST,S WOOD ST & W 48TH ST,S HONORE ST & W 49TH ST,S WOOD ST & W 49TH ST,41.80672423200008,-87.67099207399997,census,41.8067239,-87.669791,google,41.8048981,-87.6709442,google,41.8049128,-87.6697362,google
16,Alley Resurfacing Menu,W 52ND ST & S HONORE ST & W 53RD ST & S WOOD ST,2016,10097.92,13590,S HONORE ST & W 52ND ST,S WOOD ST & W 52ND ST,S HONORE ST & W 53RD ST,S WOOD ST & W 53RD ST,41.79945225600005,-87.67081117899994,census,41.7994598,-87.6696027,google,41.79763928600005,-87.67075891999997,census,41.7976283,-87.669555,google
15,ADA - Alley Resurfacing Menu,S HONORE ST & W 59TH ST & W 60TH ST & S WOOD ST,2022,7245,12974,S HONORE ST & W 59TH ST,S WOOD ST & W 59TH ST,S HONORE ST & W 60TH ST,S WOOD ST & W 60TH ST,41.786673034000046,-87.67045742899995,census,41.7866788,-87.6692581,google,41.78485202500008,-87.67041320999994,census,41.7848606,-87.6692104,google
15,Alley Resurfacing Menu,S HONORE ST & W 59TH ST & W 60TH ST & S WOOD ST,2022,52254.03,12983,S HONORE ST & W 59TH ST,S WOOD ST & W 59TH ST,S HONORE ST & W 60TH ST,S WOOD ST & W 60TH ST,41.786673034000046,-87.67045742899995,census,41.7866788,-87.6692581,google,41.78485202500008,-87.67041320999994,census,41.7848606,-87.6692104,google
15,Alley Resurfacing Menu,S HONORE ST & W 61ST ST & W 62ND ST & S WOOD ST,2021,38974.72,12938,S HONORE ST & W 61ST ST,S WOOD ST & W 61ST ST,S HONORE ST & W 62ND ST,S WOOD ST & W 62ND ST,41.78303101600005,-87.67036497099997,census,41.7830414,-87.6691632,google,41.78121000700003,-87.67031673299994,census,41.7812159,-87.669109,google
15,Alley Speed Hump Menu,W 63 ST & W 64 ST & S HONORE ST & S WOOD ST,2009,2100,12484,S HONORE ST & W 63rd ST,S WOOD ST & W 63rd ST,S HONORE ST & W 64th ST,S WOOD ST & W 64th ST,41.77936889800003,-87.67028055399999,census,41.7793764,-87.6690614,google,41.7775674,-87.6702571,google,41.7775766,-87.6690457,google
15,Alley Resurfacing Menu,S HONORE ST & W 63RD ST & W 64TH ST & S WOOD ST,2021,43969.98,12939,S HONORE ST & W 63RD ST,S WOOD ST & W 63RD ST,S HONORE ST & W 64TH ST,S WOOD ST & W 64TH ST,41.77936889800003,-87.67028055399999,census,41.7793764,-87.6690614,google,41.7775674,-87.6702571,google,41.7775766,-87.6690457,google
20,Alley Speed Hump Menu,W 6 ST & S HONORE ST & W 7 ST & S WOOD ST,2006,2000,15921,S HONORE ST & W 6th ST,S WOOD ST & W 6th ST,S HONORE ST & W 7th ST,S WOOD ST & W 7th ST,41.77393803100006,-87.67014789699994,census,NA,NA,google,41.79443,-87.937526,google,NA,NA,google
15,Alley Resurfacing Menu,W 66TH ST & W MARQUETTE RD & S HERMITAGE AVE & S WOOD ST,2013,27235,12638,S HERMITAGE AVE & W 66TH ST,S WOOD ST & W 66TH ST,S HERMITAGE AVE & W MARQUETTE RD,S WOOD ST & W MARQUETTE RD,41.77396617000005,-87.66774400499997,census,41.773947,-87.6689472,google,41.7721444,-87.6676798,google,41.7721343,-87.6688894,google
4,Alley Speed Hump Menu,E 46 ST & E 47 ST & S GREENWOOD AV & S WOODLAWN AV,2007,1500,3077,S GREENWOOD AV & E 46th ST,S WOODLAWN AV & E 46th ST,S GREENWOOD AV & E 47th ST,S WOODLAWN AV & E 47th ST,41.811426,-87.5992989,google,41.8107028,-87.5968589,google,41.8095988,-87.5992683,google,41.8096279,-87.5968462,google
20,Alley Resurface Menu,E 63 ST & S KIMBARK AV & E 62 ST & S WOODLAWN AV,2005,15518,15888,S KIMBARK AV & E 63rd ST,S WOODLAWN AV & E 63rd ST,S KIMBARK AV & E 62nd ST,S WOODLAWN AV & E 62nd ST,41.7805256,-87.5946321,google,41.7805135,-87.5962081,google,41.782359695000025,-87.59468657199994,census,41.78234361500006,-87.59624226899996,census
4,Alley Resurfacing Menu (1-1),E MADISON PARK & S DORCHESTER AVE & S WOODLAWN AVE & E 50TH ST,2019,58877.22,3519,S DORCHESTER AVE & E MADISON PARK,S WOODLAWN AVE & E MADISON PARK,S DORCHESTER AVE & E 50TH ST,S WOODLAWN AVE & E 50TH ST,41.7605383,-87.5908348,google,41.8030528,-87.5967209,google,41.80423592200003,-87.59188069099997,census,41.8041891,-87.5967402,google
5,Alley Resurfacing Menu,S UNIVERSITY AVE & E 54TH ST & S WOODLAWN AVE & E 54TH PL,2018,20159.56,40439,S UNIVERSITY AVE & E 54TH ST,S WOODLAWN AVE & E 54TH ST,S UNIVERSITY AVE & E 54TH PL,S WOODLAWN AVE & E 54TH PL,41.7964986,-87.5981106,google,41.7965229,-87.5965659,google,41.7964986,-87.5981106,google,41.79653783700007,-87.59657591899997,census
20,Alley Resurfacing Menu,S KIMBARK AVE & E 61ST ST & S WOODLAWN AVE & E 62ND ST,2017,40064.84,16376,S KIMBARK AVE & E 61ST ST,S WOODLAWN AVE & E 61ST ST,S KIMBARK AVE & E 62ND ST,S WOODLAWN AVE & E 62ND ST,41.78418472300007,-87.59473079099996,census,41.7841591,-87.596292,google,41.782359695000025,-87.59468657199994,census,41.78234361500006,-87.59624226899996,census
20,Alley Resurfacing Menu,E 63RD ST & E 64TH ST & S UNIVERSITY AVE & S WOODLAWN AVE,2012,28027,16192,S UNIVERSITY AVE & E 63RD ST,S WOODLAWN AVE & E 63RD ST,S UNIVERSITY AVE & E 64TH ST,S WOODLAWN AVE & E 64TH ST,41.7804942,-87.5978162,google,41.7805135,-87.5962081,google,41.7793142,-87.5973021,google,41.7787109,-87.5961663,google
9,Alley Speed Hump Menu,E 99 ST & E 100 ST & S PRINCETON AV & S YALE AV,2005,2625,6264,S PRINCETON AV & E 99th ST,S YALE AV & E 99th ST,S PRINCETON AV & E 100th ST,S YALE AV & E 100th ST,41.7143552,-87.6308928,google,41.71437134000007,-87.62968773099999,census,41.7125433,-87.6308532,google,41.71255435100005,-87.62964753199998,census
9,Alley Speed Hump Menu,E 122 ST & E 123 ST & S WENTWORTH AV & S YALE AV,2005,1750,6272,S WENTWORTH AV & E 122nd ST,S YALE AV & E 122nd ST,S WENTWORTH AV & E 123rd ST,S YALE AV & E 123rd ST,41.6725021,-87.6273039,google,41.67249617300007,-87.62850186399999,census,41.6706873,-87.62725,google,41.670675164000045,-87.62844960599995,census
9,Alley Speed Hump Menu,E 123 ST & E 124 ST & S WENTWORTH AV & S YALE AV,2005,1750,6273,S WENTWORTH AV & E 123rd ST,S YALE AV & E 123rd ST,S WENTWORTH AV & E 124th ST,S YALE AV & E 124th ST,41.6706873,-87.62725,google,41.670675164000045,-87.62844960599995,census,41.6688804,-87.6271905,google,41.66886219500003,-87.62838126799994,census
9,Alley Speed Hump Menu,E 125 PL & E 126 ST & S WENTWORTH AV & S YALE AV,2005,1750,6274,S WENTWORTH AV & E 125th PL,S YALE AV & E 125th PL,S WENTWORTH AV & E 126th ST,S YALE AV & E 126th ST,41.66706530600004,-87.62711098299997,census,41.66705324600008,-87.62831292999994,census,41.6652567,-87.6270431,google,41.66524831600003,-87.62824861199994,census
9,Alley Speed Hump Menu,E 126 ST & E 127 ST & S WENTWORTH AV & S YALE AV,2005,1750,6291,S WENTWORTH AV & E 126th ST,S YALE AV & E 126th ST,S WENTWORTH AV & E 127th ST,S YALE AV & E 127th ST,41.6652567,-87.6270431,google,41.66524831600003,-87.62824861199994,census,41.6640166,-87.6269999,google,41.663371029000075,-87.62817223399998,census
9,Alley Resurfacing Menu,W 100TH ST & S WENTWORTH AVE & S YALE AVE & W 101ST ST,2022,43483.63,6894,S WENTWORTH AVE & W 100TH ST,S YALE AVE & W 100TH ST,S WENTWORTH AVE & W 101ST ST,S YALE AVE & W 101ST ST,41.7125809,-87.6284571,google,41.71255435100005,-87.62964753199998,census,41.7107527,-87.6284176,google,41.71073736200003,-87.62960331399995,census
10,Alley Speed Hump Menu,E 101 ST & E 102 ST & S OGLESBY AV & S YATES AV,2006,1000,7189,S OGLESBY AV & E 101st ST,S YATES AV & E 101st ST,S OGLESBY AV & E 102nd ST,S YATES AV & E 102nd ST,41.71169811500005,-87.56576750299996,census,41.7117001,-87.5645575,google,41.70988112600003,-87.56574338299998,census,41.7098874,-87.5645287,google
10,Alley Speed Hump Menu,E 102 ST & E 103 ST & S OGLESBY AV & S YATES AV,2005,1750,7003,S OGLESBY AV & E 102nd ST,S YATES AV & E 102nd ST,S OGLESBY AV & E 103rd ST,S YATES AV & E 103rd ST,41.70988112600003,-87.56574338299998,census,41.7098874,-87.5645287,google,41.70808825600005,-87.56571524399999,census,41.70810433500003,-87.56450927799995,census
7,Alley Speed Hump Menu,E 90 ST & E 90 PL & S PHILLIPS AV & S YATES AV,2005,2000,4786,S PHILLIPS AV & E 90th ST,S YATES AV & E 90th ST,S PHILLIPS AV & E 90th PL,S YATES AV & E 90th PL,41.73173725300006,-87.56464595399996,census,41.731471,-87.5833281,google,41.7317342,-87.5646471,google,41.73172117400003,-87.56585593999995,census
7,Alley Speed Hump Menu,S PHILLIPS AV & S YATES AV & E 91 ST & E 92 ST,2008,1000,4944,S PHILLIPS AV & E 91st ST,S YATES AV & E 91st ST,S PHILLIPS AV & E 92nd ST,S YATES AV & E 92nd ST,41.729908204000026,-87.56460173499994,census,41.7296552,-87.5832818,google,41.7280707,-87.5645377,google,41.7278299,-87.5826716,google
7,Alley Speed Hump Menu,S PHILLIPS AV & S YATES AV & E 91 ST & E 92 ST,2010,1100,5035,S PHILLIPS AV & E 91st ST,S YATES AV & E 91st ST,S PHILLIPS AV & E 92nd ST,S YATES AV & E 92nd ST,41.729908204000026,-87.56460173499994,census,41.7296552,-87.5832818,google,41.7280707,-87.5645377,google,41.7278299,-87.5826716,google
23,Alley Speed Hump Menu,W 53 ST & W 54 ST & SRRAGANSETT AV & SGLE AV,2007,1000,18070,SRRAGANSETT AV & W 53rd ST,SGLE AV & W 53rd ST,SRRAGANSETT AV & W 54th ST,SGLE AV & W 54th ST,41.7960361,-87.7819129,google,41.7969961,-87.715304,google,41.7942249,-87.7818517,google,41.7951894,-87.7135952,google
23,Alley Speed Hump Menu,W 58 ST & W 59 ST & SRRAGANSETT AV & SGLE AV,2007,1000,18061,SRRAGANSETT AV & W 58th ST,SGLE AV & W 58th ST,SRRAGANSETT AV & W 59th ST,SGLE AV & W 59th ST,41.7868467,-87.7816093,google,41.7883519,-87.686321,google,41.7850111,-87.781543,google,41.7865137,-87.6834119,google
23,Concrete Alley Menu,W 62 ST & W 63 ST & SRRAGANSETT AV & SGLE AV,2006,36800,18031,SRRAGANSETT AV & W 62nd ST,SGLE AV & W 62nd ST,SRRAGANSETT AV & W 63rd ST,SGLE AV & W 63rd ST,41.7795063,-87.7813162,google,41.7804924,-87.7221979,google,41.7776852,-87.7812489,google,41.7787791,-87.7154031,google
23,Alley Speed Hump Menu,W 61 ST & W 62 ST & STOMA AV & SSHVILLE AV,2007,1000,18065,STOMA AV & W 61st ST,SSHVILLE AV & W 61st ST,STOMA AV & W 62nd ST,SSHVILLE AV & W 62nd ST,41.7828812,-87.6838002,google,41.781268,-87.7862694,google,41.7804924,-87.7221979,google,41.7794383,-87.7862114,google
23,Alley Speed Hump Menu,W 62 ST & W 63 ST & S NEENAH AV & STCHEZ AV,2008,550,18160,S NEENAH AV & W 62nd ST,STCHEZ AV & W 62nd ST,S NEENAH AV & W 63rd ST,STCHEZ AV & W 63rd ST,41.779457336000064,-87.78499205899999,census,41.7804924,-87.7221979,google,41.7776341,-87.7849161,google,41.7787791,-87.7154031,google
23,Alley Speed Hump Menu,W 62 ST & W 63 ST & SGLE AV & STCHEZ AV,2007,2000,18064,SGLE AV & W 62nd ST,STCHEZ AV & W 62nd ST,SGLE AV & W 63rd ST,STCHEZ AV & W 63rd ST,41.7804924,-87.7221979,google,41.7804924,-87.7221979,google,41.7787791,-87.7154031,google,41.7787791,-87.7154031,google
